factor,ret_1d,ret_5d,ret_20d,ret_60d,ret_120d,momentum_20_5,overnight_gap,intraday_return,ema20_distance,ema60_distance,ema20_60_spread,rsi14_centered,macd_hist_atr,breakout_position_60,trend_r2_20,realized_vol_5,realized_vol_20,vol_ratio_5_20,parkinson_vol_20,overnight_vol_20,downside_vol_20,volume_zscore_20,volume_trend_5_20,amihud_illiq_20,signed_volume_pressure_20,volume_cv_20,return_volume_corr_20,close_location_value,body_range_ratio,gap_followthrough_20,cs_rank_ret20,cs_rank_ret60,cs_rank_vol20,cs_rank_amihud20,return_autocorr_20,revenue_growth_yoy,gross_margin_change_yoy,operating_profitability,cashflow_to_assets,debt_to_assets,asset_growth_yoy
ema20_60_spread,0.02772664806858733,0.16028051100923263,0.5884128412841285,0.9199519951995199,0.7695529552955296,0.5831036827120541,-0.012769315239527138,0.040636063606360635,0.5446191149727218,0.8780731502563259,1.0,0.6483768376837684,-0.12072626931849507,0.7876267626762676,0.09246924692469247,-0.07176393149519034,-0.07906863637657685,-0.015367536753675366,-0.020132834843551682,-0.07192319231923192,-0.3109030903090309,-0.015481548154815481,-0.00010690865004867834,-0.019840900458655164,0.4276740049346824,-0.062215362000117534,0.3318871887188719,0.06871184938291852,0.055679567956795684,-0.037223252937538656,0.5884128412841285,0.9199519951995199,-0.07906863637657685,-0.019840900458655164,0.008043498227373758,0.10905600078834556,0.03848831905837009,0.09943064695565115,0.08889211771474373,0.01816784491077587,0.0508705937109937
rsi14_centered,0.3172936392654939,0.6394710206411645,0.86263386558517,0.6700180630307928,0.4594861140332422,0.598943894389439,0.07510974318793377,0.2816933783637148,0.952173992909495,0.892151452390137,0.6483768376837684,1.0,0.518985898589859,0.883864386438644,0.15532553255325532,-0.11128712871287129,-0.14043346508014992,-0.020742569286383718,-0.09109968933985761,-0.0966036603660366,-0.48356435643564355,-0.03286720432510325,-0.02367326628518101,-0.06074731962992218,0.6690759075907591,-0.0951995199519952,0.4491843242813657,0.2668281131710899,0.2933847767244693,-0.04612061206120612,0.86263386558517,0.6700180630307928,-0.14043346508014992,-0.06074731962992218,-0.02598859885988599,0.053662102346919184,0.004723465972147355,0.03515020583216559,0.0772837294542772,0.02278522207059794,0.03761455477873181
macd_hist_atr,0.18133321942610295,0.5900716589912521,0.4737056665113177,-0.02877232621221306,-0.04639175257731959,0.2043744374437444,0.04598295259417795,0.1681391425517086,0.6172037203720373,0.24655865586558656,-0.12072626931849507,0.518985898589859,1.0,0.23875187518751875,0.050825082508250824,-0.01225035900392059,-0.005658565856585659,-0.03700514949454129,0.004705034068523621,-0.019615961596159616,-0.2213187624516712,-0.02417041704170417,-0.04142814281428143,0.018501649344400038,0.37689768976897686,-0.04400919683805116,0.256202157823609,0.15139780138859665,0.1607572831995543,0.00454801494771821,0.4737056665113177,-0.02877232621221306,-0.005658565856585659,0.018501649344400038,-0.036679586325979535,-0.01023268807543824,-0.00012095067230872838,-0.0017156275341326022,0.002465797471796403,0.0018751124822296516,0.005891271311925234
breakout_position_60,0.23829843659042546,0.4726146793140963,0.734161319166842,0.7992914822725699,0.557971797179718,0.5733393339333933,0.05310461547721049,0.22990742688828109,0.7920925938322845,0.9014761476147615,0.7876267626762676,0.883864386438644,0.23875187518751875,1.0,0.09717371737173718,-0.14402040204020403,-0.1650825082508251,-0.012985298529852985,-0.14729717754018196,-0.10631263126312632,-0.4675376109039475,-0.020732073207320734,-0.014495245442911638,-0.09397874439242788,0.5668215801171954,-0.10538119118034252,0.3835823582358236,0.23903390339033903,0.23904926315475034,-0.05804719542015216,0.734161319166842,0.7992914822725699,-0.1650825082508251,-0.09397874439242788,-0.026644970356492832,0.05535818166271926,-0.004722534464228205,0.06676562049406676,0.09931184334156354,0.018270625008746467,0.041589104135026214
trend_r2_20,0.0005687419721743672,0.02324032403240324,0.16571857185718572,0.08703039213031338,0.0429465600673259,0.13295685233366594,0.01019507682644626,-0.007305740970183409,0.11773177317731773,0.11063247411949273,0.09246924692469247,0.15532553255325532,0.050825082508250824,0.09717371737173718,1.0,-0.06541902025780108,-0.038833885229465515,-0.053033303330333036,0.019603960396039604,0.009538812128635544,-0.08541854185418542,-0.016936671575846832,0.03834479497813026,-0.037878015631354844,0.12873920045065732,-0.010626542088250483,0.07470344972641593,-0.0025742574257425744,-0.01189961908631501,-0.019166252018637586,0.16571857185718572,0.08703039213031338,-0.038833885229465515,-0.037878015631354844,-0.07707170717071707,-0.002657390197100337,-0.020825673158130265,0.016319508646651267,0.03375996486809866,-0.03001487471704202,-0.001188692248865102
realized_vol_5,0.04442988878409056,-0.01704635769699419,-0.05765376537653766,-0.06292229222922292,-0.04799279927992799,-0.052694727630768545,0.0004260438825218171,0.03390959560770926,-0.053929229657659644,-0.07739378019434597,-0.07176393149519034,-0.11128712871287129,-0.01225035900392059,-0.14402040204020403,-0.06541902025780108,1.0,0.641998199819982,0.6482388238823882,0.5731575402438203,0.34264006889327686,0.5668960365424298,0.15228885017683336,0.23775577557755775,0.3997471882681641,-0.07233723372337234,0.2667986798679868,-0.010294541104646969,0.010141014101410141,0.018403840384038403,0.12553255325532553,-0.05765376537653766,-0.06292229222922292,0.641998199819982,0.3997471882681641,-0.024518451845184516,-0.019850163288122846,0.0010816321495510479,-0.16053013072843464,-0.16327896994946484,-0.06181273977638511,0.046447778184369834
realized_vol_20,0.024721662479753534,-0.011965196519651965,-0.05236723672367237,-0.07793529892122392,-0.04895289528952895,-0.03820300397386678,-0.0017672083154127627,0.006030603060306031,-0.03346534653465347,-0.07287152210908025,-0.07906863637657685,-0.14043346508014992,-0.005658565856585659,-0.1650825082508251,-0.038833885229465515,0.641998199819982,1.0,-0.08866486648664867,0.8380798079807981,0.5573177317731773,0.8488328832883288,0.012655265526552655,-0.046756675667566756,0.4886177896140129,-0.09071107110711071,0.45483348334833484,0.002659919053129803,-0.021728172817281725,-0.027551837839421455,0.26034601174718774,-0.05236723672367237,-0.07793529892122392,1.0,0.4886177896140129,0.00312031203120312,-0.019890627569951573,0.019380753350961528,-0.23104235949092924,-0.20662018573021496,-0.06131445880276695,0.09250264136738527
vol_ratio_5_20,0.051875810094466054,-0.030321583178726037,-0.017143714371437142,-0.003180912742021099,-0.01654965496549655,0.004090650281102169,0.0001218510119846661,0.01248124812481248,-0.010663066306630664,-0.008996063108309568,-0.015367536753675366,-0.020742569286383718,-0.03700514949454129,-0.012985298529852985,-0.053033303330333036,0.6482388238823882,-0.08866486648664867,1.0,-0.05445094801401032,-0.08723225383762866,-0.05744974497449745,0.23834383438343834,0.4003600360036004,0.018781878187818783,-0.015793579357935794,-0.06247224722472247,-0.003132313231323132,0.0329012901290129,0.019431019404732595,-0.05171317131713171,-0.017143714371437142,-0.003180912742021099,-0.08866486648664867,0.018781878187818783,-0.06707972838100136,0.011953426240390468,-0.010557513332888548,0.01699377090746263,0.003918847380416225,-0.004051424475194842,0.0009138070710789267
parkinson_vol_20,0.008368207639194384,-0.01756381760625042,-0.040600060006000596,-0.03332507666924908,-0.016477647764776476,-0.02341596057354526,-0.007996755395169572,0.0060612834637135075,-0.009900990099009901,-0.031869186918691866,-0.020132834843551682,-0.09109968933985761,0.004705034068523621,-0.14729717754018196,0.019603960396039604,0.5731575402438203,0.8380798079807981,-0.05445094801401032,1.0,0.38024002400240026,0.7210893481521516,0.009264926492649265,-0.05624226963512678,0.6006420642064206,-0.0704890489048905,0.35764536100149047,0.059832779196286975,-0.04196219621962197,-0.02179868898169382,-0.007669521686020905,-0.040600060006000596,-0.03332507666924908,0.8380798079807981,0.6006420642064206,-0.004350435043504351,0.002244857617695775,0.0016277220027784906,-0.2797367539828123,-0.25187540536682684,-0.11229769366983504,0.11231148618008947
overnight_vol_20,0.0166894165221277,-0.013379195062363378,-0.05962135967436424,-0.0648964896489649,-0.05693772354302546,-0.05588358835883588,-0.0025742740072927555,-0.0054826946643488205,-0.050999099909991,-0.06935493549354935,-0.07192319231923192,-0.0966036603660366,-0.019615961596159616,-0.10631263126312632,0.009538812128635544,0.34264006889327686,0.5573177317731773,-0.08723225383762866,0.38024002400240026,1.0,0.45849259407846954,0.014709338280766853,-0.04693069306930693,0.3219987865607516,-0.08969484508939006,0.5177557755775577,-0.026334428887870902,-0.02086408640864086,-0.009352056993358573,-0.08711671167116712,-0.05962135967436424,-0.0648964896489649,0.5573177317731773,0.3219987865607516,-0.022496249624962494,-0.003483981786524739,-0.010516994104238106,-0.19884116455389483,-0.1996358900650002,-0.0033497455222930854,0.0721253247690794
downside_vol_20,-0.06558588824083454,-0.2359739516361818,-0.4589734075448361,-0.30314431443144313,-0.21018901890189018,-0.410987098709871,-0.024587977394993292,-0.059568324179356716,-0.41764176417641763,-0.4096404229103744,-0.3109030903090309,-0.48356435643564355,-0.2213187624516712,-0.4675376109039475,-0.08541854185418542,0.5668960365424298,0.8488328832883288,-0.05744974497449745,0.7210893481521516,0.45849259407846954,1.0,0.03411114580845839,-0.02097766919549098,0.4294853250578582,-0.3397853986955607,0.3738913891389139,-0.2698169816981698,-0.08363458992881204,-0.08791531625754342,0.20587249946328529,-0.4589734075448361,-0.30314431443144313,0.8488328832883288,0.4294853250578582,0.002454245424542454,-0.05234228528684415,0.014814782345881263,-0.2034697981802687,-0.181591059622911,-0.06237318388955096,0.05038544636625024
volume_zscore_20,0.036456699432561454,-0.004308247151245737,-0.02456045604560456,-0.020472332947580475,-0.019741974197419743,-0.022868286828682867,0.0005679179852430032,0.03834301021623307,-0.020156015601560155,-0.018061806180618062,-0.015481548154815481,-0.03286720432510325,-0.02417041704170417,-0.020732073207320734,-0.016936671575846832,0.15228885017683336,0.012655265526552655,0.23834383438343834,0.009264926492649265,0.014709338280766853,0.03411114580845839,1.0,0.5659200129985648,-0.005040504050405041,-0.03171966176209458,0.03336407110098765,-0.03624962496249625,0.004749696285313431,0.012397239723972397,0.01067408781694496,-0.02456045604560456,-0.020472332947580475,0.012655265526552655,-0.005040504050405041,0.02435043504350435,-0.02196891484532905,-0.0061466061627839935,0.0037918164062207727,0.0192684807528982,0.01135641088211466,-0.010224017906462074
volume_trend_5_20,-0.003457866752278386,-0.005235269871401195,-0.03338733873387339,-0.010849084908490849,-0.014701470147014702,-0.029246924692469246,0.002652265226522652,0.0020776701923702037,-0.019543954395439544,-0.021150584446199723,-0.00010690865004867834,-0.02367326628518101,-0.04142814281428143,-0.014495245442911638,0.03834479497813026,0.23775577557755775,-0.046756675667566756,0.4003600360036004,-0.05624226963512678,-0.04693069306930693,-0.02097766919549098,0.5659200129985648,1.0,-0.043882388238823886,-0.014335433543354335,-0.07350959804059513,-0.043204320432043204,-0.008112811281128111,-0.007107700182035104,0.013532304419164828,-0.03338733873387339,-0.010849084908490849,-0.046756675667566756,-0.043882388238823886,0.022034203420342034,-0.011376491432870405,-0.010358891591079167,0.026219629514882693,0.029490015026005775,0.014109292770289848,-0.020050540263873706
amihud_illiq_20,0.007128712871287128,0.012493249324932492,0.008382838283828383,0.004239193538541736,0.023546354635463545,-0.004414054281506417,-0.0234115459507564,0.02070929541933785,-0.000618061806180618,-0.013747374737473748,-0.019840900458655164,-0.06074731962992218,0.018501649344400038,-0.09397874439242788,-0.037878015631354844,0.3997471882681641,0.4886177896140129,0.018781878187818783,0.6006420642064206,0.3219987865607516,0.4294853250578582,-0.005040504050405041,-0.043882388238823886,1.0,-0.03870411530949013,0.4443684368436844,0.11322758806492894,-0.004580294764170295,0.002880415179987642,-0.09709130341289968,0.008382838283828383,0.004239193538541736,0.4886177896140129,1.0,-0.07114311431143114,0.055447036935361585,0.019723407520377774,-0.2806690636890155,-0.28885713513453004,-0.19127566960663092,0.09527874201142672
signed_volume_pressure_20,0.20330970915158225,0.3651706125747386,0.7189618961896189,0.40584458445844585,0.30250225022502253,0.6156675667566757,0.0633125211899675,0.15120146599707943,0.6323852385238524,0.5902553928862274,0.4276740049346824,0.6690759075907591,0.37689768976897686,0.5668215801171954,0.12873920045065732,-0.07233723372337234,-0.09071107110711071,-0.015793579357935794,-0.0704890489048905,-0.08969484508939006,-0.3397853986955607,-0.03171966176209458,-0.014335433543354335,-0.03870411530949013,1.0,-0.07262526252625262,0.4525952595259526,0.1396819681968197,0.15758199490622649,-0.016003600360036004,0.7189618961896189,0.40584458445844585,-0.09071107110711071,-0.03870411530949013,-0.0062886288628862886,0.04139077044694606,-0.003962203589188882,0.05692348435645199,0.047872879849916325,0.03687264574635707,0.010063199009131088
volume_cv_20,0.002829291417028687,-0.016399639963996397,-0.08391839183918393,-0.04438937771328154,-0.005832583258325833,-0.08418434937329206,0.001850533306460901,0.016399639963996397,-0.060351586179026064,-0.06936941156244807,-0.062215362000117534,-0.0951995199519952,-0.04400919683805116,-0.10538119118034252,-0.010626542088250483,0.2667986798679868,0.45483348334833484,-0.06247224722472247,0.35764536100149047,0.5177557755775577,0.3738913891389139,0.03336407110098765,-0.07350959804059513,0.4443684368436844,-0.07262526252625262,1.0,-0.02566197709608958,-0.016795679567956794,0.00218121994918586,0.028118102126854803,-0.08391839183918393,-0.04438937771328154,0.45483348334833484,0.4443684368436844,0.027572757275727576,0.022335592424159258,-0.028023812883991736,-0.18802003360979302,-0.17950257088869404,-0.042575006558466244,0.0351332422564917
return_volume_corr_20,0.0526613448027011,0.20259225922592258,0.5147194719471948,0.31967596759675965,0.2010018552875696,0.44005400540054007,0.03576335438297285,0.038048391563264915,0.43757442549430625,0.43358535853585356,0.3318871887188719,0.4491843242813657,0.256202157823609,0.3835823582358236,0.07470344972641593,-0.010294541104646969,0.002659919053129803,-0.003132313231323132,0.059832779196286975,-0.026334428887870902,-0.2698169816981698,-0.03624962496249625,-0.043204320432043204,0.11322758806492894,0.4525952595259526,-0.02566197709608958,1.0,0.04194126187626751,0.0256166001480368,-0.05185118511851185,0.5147194719471948,0.31967596759675965,0.002659919053129803,0.11322758806492894,-0.03104710471047105,0.057358007730073206,0.010052003703494777,-0.05051118560370647,-0.0449867191110524,0.010588234274639665,0.04667963781285425
close_location_value,0.6728116250972667,0.3054669140383426,0.16588605123398936,0.09894389438943894,0.07877587758775878,0.03941800415893236,-0.04465046504650465,0.7383929488048242,0.2746534653465347,0.18165016501650166,0.06871184938291852,0.2668281131710899,0.15139780138859665,0.23903390339033903,-0.0025742574257425744,0.010141014101410141,-0.021728172817281725,0.0329012901290129,-0.04196219621962197,-0.02086408640864086,-0.08363458992881204,0.004749696285313431,-0.008112811281128111,-0.004580294764170295,0.1396819681968197,-0.016795679567956794,0.04194126187626751,1.0,0.795052468389391,-0.018001800180018002,0.16588605123398936,0.09894389438943894,-0.021728172817281725,-0.004580294764170295,-0.019365712081412224,-0.005650855823701562,-0.021200413475591998,0.0018311459582554214,0.027153582383446236,0.0025434292586430764,0.0047584041067654185
body_range_ratio,0.7995631555163105,0.3429352851977603,0.18095007435739613,0.10284428442844284,0.08827509233490777,0.02203824464079061,-0.1291034908653301,0.9415336978741677,0.3241649034412305,0.19985721611897456,0.055679567956795684,0.2933847767244693,0.1607572831995543,0.23904926315475034,-0.01189961908631501,0.018403840384038403,-0.027551837839421455,0.019431019404732595,-0.02179868898169382,-0.009352056993358573,-0.08791531625754342,0.012397239723972397,-0.007107700182035104,0.002880415179987642,0.15758199490622649,0.00218121994918586,0.0256166001480368,0.795052468389391,1.0,-0.02702974336155662,0.18095007435739613,0.10284428442844284,-0.027551837839421455,0.002880415179987642,-0.005061800862392151,-0.015538797544470023,-0.041347059980568826,0.023587003153668965,0.02210401137480481,-0.000835563585302659,-0.015082427332123952
gap_followthrough_20,-0.004866492409842967,-0.00046804680468046805,-0.015703570357035703,-0.03956195619561956,-0.011233123312331233,-0.02102573990581085,0.038009541330659743,-0.020054125234662483,-0.02795079507950795,-0.03463546354635463,-0.037223252937538656,-0.04612061206120612,0.00454801494771821,-0.05804719542015216,-0.019166252018637586,0.12553255325532553,0.26034601174718774,-0.05171317131713171,-0.007669521686020905,-0.08711671167116712,0.20587249946328529,0.01067408781694496,0.013532304419164828,-0.09709130341289968,-0.016003600360036004,0.028118102126854803,-0.05185118511851185,-0.018001800180018002,-0.02702974336155662,1.0,-0.015703570357035703,-0.03956195619561956,0.26034601174718774,-0.09709130341289968,0.03262434406705977,-0.0013686082181882107,0.012190475620758649,0.04657900464895877,0.11380247255690826,0.024625778058898477,0.002050760409533407
cs_rank_ret20,0.22162049974726408,0.4701523740443793,1.0,0.573546117603555,0.3989239332096475,0.8470327032703271,0.06530667455026588,0.18530085626072312,0.8592499249924993,0.8101410141014102,0.5884128412841285,0.86263386558517,0.4737056665113177,0.734161319166842,0.16571857185718572,-0.05765376537653766,-0.05236723672367237,-0.017143714371437142,-0.040600060006000596,-0.05962135967436424,-0.4589734075448361,-0.02456045604560456,-0.03338733873387339,0.008382838283828383,0.7189618961896189,-0.08391839183918393,0.5147194719471948,0.16588605123398936,0.18095007435739613,-0.015703570357035703,1.0,0.573546117603555,-0.05236723672367237,0.008382838283828383,-0.013063306330633063,0.06293486797456954,0.012073765324343646,0.017740479919075784,0.058009235513235086,0.009359850768895643,0.0393742929838007
cs_rank_ret60,0.09820922608182042,0.27607560756075605,0.573546117603555,1.0,0.6735193519351935,0.494561413247363,0.015493389436958428,0.0973671846684199,0.599057905790579,0.8667266726672667,0.9199519951995199,0.6700180630307928,-0.02877232621221306,0.7992914822725699,0.08703039213031338,-0.06292229222922292,-0.07793529892122392,-0.003180912742021099,-0.03332507666924908,-0.0648964896489649,-0.30314431443144313,-0.020472332947580475,-0.010849084908490849,0.004239193538541736,0.40584458445844585,-0.04438937771328154,0.31967596759675965,0.09894389438943894,0.10284428442844284,-0.03956195619561956,0.573546117603555,1.0,-0.07793529892122392,0.004239193538541736,-0.011833183318331834,0.09034781644837045,0.01038029125136581,0.08302544602127468,0.07998937147883073,-0.0004744863234174006,0.06424982819661215
cs_rank_vol20,0.024721662479753534,-0.011965196519651965,-0.05236723672367237,-0.07793529892122392,-0.04895289528952895,-0.03820300397386678,-0.0017672083154127627,0.006030603060306031,-0.03346534653465347,-0.07287152210908025,-0.07906863637657685,-0.14043346508014992,-0.005658565856585659,-0.1650825082508251,-0.038833885229465515,0.641998199819982,1.0,-0.08866486648664867,0.8380798079807981,0.5573177317731773,0.8488328832883288,0.012655265526552655,-0.046756675667566756,0.4886177896140129,-0.09071107110711071,0.45483348334833484,0.002659919053129803,-0.021728172817281725,-0.027551837839421455,0.26034601174718774,-0.05236723672367237,-0.07793529892122392,1.0,0.4886177896140129,0.00312031203120312,-0.019890627569951573,0.019380753350961528,-0.23104235949092924,-0.20662018573021496,-0.06131445880276695,0.09250264136738527
cs_rank_amihud20,0.007128712871287128,0.012493249324932492,0.008382838283828383,0.004239193538541736,0.023546354635463545,-0.004414054281506417,-0.0234115459507564,0.02070929541933785,-0.000618061806180618,-0.013747374737473748,-0.019840900458655164,-0.06074731962992218,0.018501649344400038,-0.09397874439242788,-0.037878015631354844,0.3997471882681641,0.4886177896140129,0.018781878187818783,0.6006420642064206,0.3219987865607516,0.4294853250578582,-0.005040504050405041,-0.043882388238823886,1.0,-0.03870411530949013,0.4443684368436844,0.11322758806492894,-0.004580294764170295,0.002880415179987642,-0.09709130341289968,0.008382838283828383,0.004239193538541736,0.4886177896140129,1.0,-0.07114311431143114,0.055447036935361585,0.019723407520377774,-0.2806690636890155,-0.28885713513453004,-0.19127566960663092,0.09527874201142672
